"","X","CustomerID","TransactionDate","Amount","ProductCategory","Month_Yr","Yr","Month","Day"
"14459",14605,414,2024-05-01,387.7,"Specialty Suite","2024-05","2024","05","01"
"14460",14606,4100,2024-05-23,357.58,"Specialty Suite","2024-05","2024","05","23"
"14461",14607,3977,2023-12-01,334.66,"Standard","2023-12","2023","12","01"
"14462",14608,6291,2023-04-15,422.24,"Suite","2023-04","2023","04","15"
"14463",14609,3798,2024-06-16,262,"Suite","2024-06","2024","06","16"
"14464",14610,4453,2022-09-14,537.78,"Suite","2022-09","2022","09","14"
"14465",14611,2294,2022-12-08,408.16,"Premier","2022-12","2022","12","08"
"14466",14612,3938,2022-02-09,417.69,"Standard","2022-02","2022","02","09"
"14467",14613,7610,2022-06-18,352.35,"Specialty Suite","2022-06","2022","06","18"
"14468",14614,3140,2023-03-28,418.59,"Specialty Suite","2023-03","2023","03","28"
"14469",14615,5594,2020-04-16,427.62,"Specialty Suite","2020-04","0016","04","20"
"14470",14616,408,2022-04-11,374.37,"Specialty Suite","2022-04","2022","04","11"
"14471",14617,3725,2023-10-21,222.68,"Premier","2023-10","2023","10","21"
"14472",14618,1404,2023-01-23,286.21,"Premier","2023-01","2023","01","23"
"14473",14619,651,2023-05-14,317.76,"Premier","2023-05","2023","05","14"
"14474",14620,1687,2024-05-27,314.4,"Standard","2024-05","2024","05","27"
"14475",14621,3090,2022-05-31,462.32,"Suite","2022-05","2022","05","31"
"14476",14622,4750,2022-06-28,423.34,"Premier","2022-06","2022","06","28"
"14477",14623,7226,2022-06-24,349.07,"Premier","2022-06","2022","06","24"
"14478",14624,4041,2022-05-09,297.46,"Standard","2022-05","2022","05","09"
"14479",14625,871,2022-07-06,259.67,"Suite","2022-07","2022","07","06"
"14480",14626,455,2023-11-27,191.9,"Premier","2023-11","2023","11","27"
"14481",14627,1425,2023-11-19,410.51,"Specialty Suite","2023-11","2023","11","19"
"14482",14628,7619,2023-11-13,429.62,"Suite","2023-11","2023","11","13"
"14483",14629,7124,2023-07-08,317.13,"Suite","2023-07","2023","07","08"
"14484",14630,216,2020-12-27,367.84,"Standard","2020-12","0027","12","20"
"14485",14631,4465,2023-09-25,321.82,"Specialty Suite","2023-09","2023","09","25"
"14486",14632,1116,2023-07-23,368.11,"Standard","2023-07","2023","07","23"
"14487",14633,5901,2022-11-19,556.27,"Suite","2022-11","2022","11","19"
"14488",14634,3985,2023-10-22,451.21,"Suite","2023-10","2023","10","22"
"14489",14635,6306,2020-05-22,485.4,"Presidential","2020-05","0022","05","20"
"14490",14636,2294,2024-04-30,302.25,"Standard","2024-04","2024","04","30"
"14491",14637,4956,2022-02-18,330.78,"Suite","2022-02","2022","02","18"
"14492",14638,2075,2022-03-24,201.73,"Specialty Suite","2022-03","2022","03","24"
"14493",14639,7056,2023-07-26,375.95,"Specialty Suite","2023-07","2023","07","26"
"14494",14640,3118,2022-05-01,427.77,"Suite","2022-05","2022","05","01"
"14495",14641,808,2023-03-29,296.99,"Specialty Suite","2023-03","2023","03","29"
"14496",14642,4301,2024-05-28,297.18,"Standard","2024-05","2024","05","28"
"14497",14643,2508,2022-04-25,450.7,"Suite","2022-04","2022","04","25"
"14498",14644,1076,2023-10-31,416.16,"Premier","2023-10","2023","10","31"
"14499",14645,2367,2024-07-17,442.1,"Presidential","2024-07","2024","07","17"
"14500",14646,5924,2022-06-18,352.46,"Specialty Suite","2022-06","2022","06","18"
"14501",14647,1734,2023-03-04,283.57,"Premier","2023-03","2023","03","04"
"14502",14648,4766,2023-09-02,380.92,"Premier","2023-09","2023","09","02"
"14503",14649,5675,2023-10-29,395.15,"Specialty Suite","2023-10","2023","10","29"
"14504",14650,6259,2022-02-25,283.27,"Premier","2022-02","2022","02","25"
"14505",14651,6446,2023-02-03,342.54,"Standard","2023-02","2023","02","03"
"14506",14652,1481,2023-03-12,419.07,"Specialty Suite","2023-03","2023","03","12"
"14507",14653,6966,2022-02-14,309.25,"Standard","2022-02","2022","02","14"
"14508",14654,7007,2024-04-07,356.65,"Specialty Suite","2024-04","2024","04","07"
"14509",14655,738,2022-09-24,331.99,"Standard","2022-09","2022","09","24"
"14510",14656,7470,2023-06-02,401.33,"Specialty Suite","2023-06","2023","06","02"
"14511",14657,3980,2022-07-19,470.8,"Specialty Suite","2022-07","2022","07","19"
"14512",14658,835,2022-07-15,454.23,"Specialty Suite","2022-07","2022","07","15"
"14513",14659,7274,2022-05-24,270.72,"Premier","2022-05","2022","05","24"
"14514",14660,1094,2024-03-05,342.75,"Specialty Suite","2024-03","2024","03","05"
"14515",14661,11,2022-01-19,252.39,"Specialty Suite","2022-01","2022","01","19"
"14516",14662,4276,2020-06-12,389.23,"Premier","2020-06","0012","06","20"
"14517",14663,4425,2024-06-15,332.05,"Specialty Suite","2024-06","2024","06","15"
"14518",14664,2262,2022-10-11,307.88,"Premier","2022-10","2022","10","11"
"14519",14665,6406,2023-03-26,432.21,"Suite","2023-03","2023","03","26"
"14520",14666,3199,2023-09-30,301.48,"Premier","2023-09","2023","09","30"
"14521",14667,3027,2022-12-09,395.92,"Suite","2022-12","2022","12","09"
"14522",14668,784,2023-11-15,434.94,"Specialty Suite","2023-11","2023","11","15"
"14523",14669,801,2023-01-05,307.81,"Standard","2023-01","2023","01","05"
"14524",14670,5506,2022-04-18,441.13,"Suite","2022-04","2022","04","18"
"14525",14671,5264,2023-10-06,315.9,"Standard","2023-10","2023","10","06"
"14526",14672,6988,2023-06-09,405.86,"Standard","2023-06","2023","06","09"
"14527",14673,1736,2022-07-15,346.74,"Standard","2022-07","2022","07","15"
"14528",14674,2328,2022-12-05,311.95,"Suite","2022-12","2022","12","05"
"14529",14675,5514,2023-10-17,337.27,"Premier","2023-10","2023","10","17"
"14530",14676,3776,2022-03-12,352.33,"Premier","2022-03","2022","03","12"
"14531",14677,3292,2023-03-10,351.06,"Standard","2023-03","2023","03","10"
"14532",14678,1023,2022-10-22,406.93,"Standard","2022-10","2022","10","22"
"14533",14679,7430,2022-01-07,231.02,"Specialty Suite","2022-01","2022","01","07"
"14534",14680,2288,2022-05-17,430.22,"Premier","2022-05","2022","05","17"
"14535",14681,2031,2023-12-10,446.75,"Suite","2023-12","2023","12","10"
"14536",14682,4783,2023-11-07,297.04,"Specialty Suite","2023-11","2023","11","07"
"14537",14683,859,2023-10-03,229.32,"Specialty Suite","2023-10","2023","10","03"
"14538",14684,3746,2024-03-25,477.22,"Suite","2024-03","2024","03","25"
"14539",14685,6894,2024-02-08,474.21,"Suite","2024-02","2024","02","08"
"14540",14686,6284,2024-05-01,332.95,"Standard","2024-05","2024","05","01"
"14541",14687,778,2023-11-25,541.37,"Specialty Suite","2023-11","2023","11","25"
"14542",14688,7506,2024-07-09,372.26,"Premier","2024-07","2024","07","09"
"14543",14689,4116,2022-11-14,392.89,"Specialty Suite","2022-11","2022","11","14"
"14544",14690,2762,2023-10-08,317.47,"Suite","2023-10","2023","10","08"
"14545",14691,2329,2022-01-01,430.65,"Suite","2022-01","2022","01","01"
"14546",14692,1965,2022-02-08,307.37,"Specialty Suite","2022-02","2022","02","08"
"14547",14693,3162,2024-07-23,335.53,"Premier","2024-07","2024","07","23"
"14548",14694,4313,2023-09-15,391.59,"Standard","2023-09","2023","09","15"
"14549",14695,2271,2024-06-14,314.61,"Specialty Suite","2024-06","2024","06","14"
"14550",14696,3784,2023-12-14,332.55,"Standard","2023-12","2023","12","14"
"14551",14697,800,2022-11-30,290.74,"Specialty Suite","2022-11","2022","11","30"
"14552",14698,3532,2023-11-01,465.62,"Suite","2023-11","2023","11","01"
"14553",14699,6757,2022-03-03,380.35,"Standard","2022-03","2022","03","03"
"14554",14700,2233,2023-04-11,500.27,"Suite","2023-04","2023","04","11"
"14555",14701,156,2022-12-26,200.98,"Standard","2022-12","2022","12","26"
"14556",14702,5770,2023-08-10,368.35,"Specialty Suite","2023-08","2023","08","10"
"14557",14703,731,2023-06-04,351.07,"Specialty Suite","2023-06","2023","06","04"
"14558",14704,7426,2022-08-13,426.16,"Suite","2022-08","2022","08","13"
"14559",14705,7986,2023-09-11,351.28,"Standard","2023-09","2023","09","11"
"14560",14706,1272,2023-11-28,299.85,"Premier","2023-11","2023","11","28"
"14561",14707,6291,2024-03-20,438.86,"Premier","2024-03","2024","03","20"
"14562",14708,1470,2020-05-21,306.42,"Specialty Suite","2020-05","0021","05","20"
"14563",14709,7401,2024-02-29,391.88,"Specialty Suite","2024-02","2024","02","29"
"14564",14710,5451,2022-10-30,362.63,"Specialty Suite","2022-10","2022","10","30"
"14565",14711,300,2022-11-30,269,"Premier","2022-11","2022","11","30"
"14566",14712,623,2020-01-14,279.9,"Premier","2020-01","0014","01","20"
"14567",14714,3156,2023-07-23,340.08,"Standard","2023-07","2023","07","23"
"14568",14715,159,2022-01-31,303.87,"Premier","2022-01","2022","01","31"
"14569",14716,7356,2020-05-24,443.97,"Suite","2020-05","0024","05","20"
"14570",14717,1679,2023-04-08,197.35,"Suite","2023-04","2023","04","08"
"14571",14718,2081,2023-10-27,436.71,"Suite","2023-10","2023","10","27"
"14572",14719,3224,2024-06-15,310.77,"Premier","2024-06","2024","06","15"
"14573",14720,3309,2024-07-09,237.64,"Standard","2024-07","2024","07","09"
"14574",14721,4756,2022-03-28,358.51,"Premier","2022-03","2022","03","28"
"14575",14722,4265,2024-05-30,285.66,"Specialty Suite","2024-05","2024","05","30"
"14576",14723,1460,2023-01-02,423.41,"Premier","2023-01","2023","01","02"
"14577",14724,4681,2024-02-19,392.39,"Premier","2024-02","2024","02","19"
"14578",14725,3801,2024-07-14,353.18,"Premier","2024-07","2024","07","14"
"14579",14726,5536,2022-02-17,394.09,"Specialty Suite","2022-02","2022","02","17"
"14580",14727,906,2022-09-04,285.62,"Suite","2022-09","2022","09","04"
"14581",14728,3751,2024-07-09,259.93,"Premier","2024-07","2024","07","09"
"14582",14729,5068,2022-04-23,403.51,"Suite","2022-04","2022","04","23"
"14583",14730,5997,2022-01-28,302.47,"Standard","2022-01","2022","01","28"
"14584",14731,2323,2024-01-22,350.67,"Specialty Suite","2024-01","2024","01","22"
"14585",14732,3510,2023-09-15,431.19,"Specialty Suite","2023-09","2023","09","15"
"14586",14733,4673,2024-01-15,290.17,"Premier","2024-01","2024","01","15"
"14587",14734,4281,2022-06-18,361.7,"Premier","2022-06","2022","06","18"
"14588",14735,7868,2023-02-14,336.91,"Standard","2023-02","2023","02","14"
"14589",14736,7214,2022-11-01,387.52,"Specialty Suite","2022-11","2022","11","01"
"14590",14737,4235,2022-10-16,368.68,"Specialty Suite","2022-10","2022","10","16"
"14591",14738,1196,2024-02-04,303.02,"Specialty Suite","2024-02","2024","02","04"
"14592",14739,5276,2024-02-09,448.85,"Specialty Suite","2024-02","2024","02","09"
"14593",14740,7811,2023-03-24,336.44,"Specialty Suite","2023-03","2023","03","24"
"14594",14741,6854,2024-07-17,276.64,"Specialty Suite","2024-07","2024","07","17"
"14595",14742,25,2022-05-24,253.33,"Specialty Suite","2022-05","2022","05","24"
"14596",14743,4161,2022-05-04,409.12,"Premier","2022-05","2022","05","04"
"14597",14744,4497,2022-11-24,467.18,"Specialty Suite","2022-11","2022","11","24"
"14598",14745,2633,2023-07-12,338.66,"Standard","2023-07","2023","07","12"
"14599",14746,2687,2023-03-11,498.75,"Specialty Suite","2023-03","2023","03","11"
"14600",14747,6459,2024-03-17,319.99,"Standard","2024-03","2024","03","17"
"14601",14748,1079,2024-05-20,232.39,"Specialty Suite","2024-05","2024","05","20"
"14602",14749,307,2024-02-11,364.92,"Premier","2024-02","2024","02","11"
"14603",14750,5960,2024-02-29,322.82,"Premier","2024-02","2024","02","29"
"14604",14751,6823,2023-03-31,276.63,"Premier","2023-03","2023","03","31"
"14605",14752,2057,2022-05-01,453.53,"Suite","2022-05","2022","05","01"
"14606",14753,5170,2023-01-30,268.96,"Premier","2023-01","2023","01","30"
"14607",14754,4291,2024-04-25,170.4,"Premier","2024-04","2024","04","25"
"14608",14755,2752,2023-10-15,372.25,"Specialty Suite","2023-10","2023","10","15"
"14609",14756,5992,2022-05-05,322.12,"Specialty Suite","2022-05","2022","05","05"
"14610",14757,1420,2023-06-19,405.41,"Suite","2023-06","2023","06","19"
"14611",14758,1684,2023-07-25,331.52,"Suite","2023-07","2023","07","25"
"14612",14759,7039,2023-06-17,392.24,"Premier","2023-06","2023","06","17"
"14613",14760,521,2022-05-03,290.53,"Premier","2022-05","2022","05","03"
"14614",14761,7539,2024-04-25,454.72,"Suite","2024-04","2024","04","25"
"14615",14762,7600,2022-01-09,430.31,"Suite","2022-01","2022","01","09"
"14616",14763,3500,2022-03-17,313.8,"Premier","2022-03","2022","03","17"
"14617",14764,6067,2022-03-10,289.61,"Standard","2022-03","2022","03","10"
"14618",14765,3615,2022-01-17,276.51,"Premier","2022-01","2022","01","17"
"14619",14766,571,2023-03-16,388.31,"Standard","2023-03","2023","03","16"
"14620",14767,1394,2023-03-04,430.34,"Suite","2023-03","2023","03","04"
"14621",14768,978,2024-04-08,347.95,"Premier","2024-04","2024","04","08"
"14622",14769,5621,2022-05-24,361.34,"Premier","2022-05","2022","05","24"
"14623",14770,905,2023-07-24,385.28,"Standard","2023-07","2023","07","24"
"14624",14771,520,2023-03-06,349.39,"Specialty Suite","2023-03","2023","03","06"
"14625",14772,4142,2024-03-24,374.68,"Standard","2024-03","2024","03","24"
"14626",14773,2970,2022-12-31,397.39,"Standard","2022-12","2022","12","31"
"14627",14774,6917,2024-01-20,350.26,"Premier","2024-01","2024","01","20"
"14628",14775,4270,2022-06-17,323.95,"Standard","2022-06","2022","06","17"
"14629",14776,2566,2023-09-02,351.5,"Premier","2023-09","2023","09","02"
"14630",14777,7511,2023-11-19,429.93,"Specialty Suite","2023-11","2023","11","19"
"14631",14778,7693,2023-02-19,347.55,"Standard","2023-02","2023","02","19"
"14632",14779,3536,2022-04-20,415.65,"Premier","2022-04","2022","04","20"
"14633",14780,6943,2022-02-03,256.67,"Specialty Suite","2022-02","2022","02","03"
"14634",14781,7174,2023-07-30,308.17,"Specialty Suite","2023-07","2023","07","30"
"14635",14782,6744,2023-07-14,428.28,"Specialty Suite","2023-07","2023","07","14"
"14636",14783,3062,2023-06-02,323.71,"Specialty Suite","2023-06","2023","06","02"
"14637",14784,6077,2023-03-29,290.97,"Premier","2023-03","2023","03","29"
"14638",14785,6811,2022-04-03,318.03,"Premier","2022-04","2022","04","03"
"14639",14786,7073,2024-04-23,340.35,"Specialty Suite","2024-04","2024","04","23"
"14640",14787,3000,2024-05-21,262.55,"Suite","2024-05","2024","05","21"
"14641",14788,7586,2022-06-25,348.97,"Standard","2022-06","2022","06","25"
"14642",14789,4039,2022-09-09,361.8,"Premier","2022-09","2022","09","09"
"14643",14790,4716,2024-02-02,359.86,"Specialty Suite","2024-02","2024","02","02"
"14644",14791,1787,2023-01-26,371.91,"Specialty Suite","2023-01","2023","01","26"
"14645",14792,2001,2024-03-17,485.52,"Suite","2024-03","2024","03","17"
"14646",14793,2005,2022-04-22,322.36,"Standard","2022-04","2022","04","22"
"14647",14794,6927,2023-10-30,222.27,"Standard","2023-10","2023","10","30"
"14648",14795,4347,2022-07-28,156.61,"Specialty Suite","2022-07","2022","07","28"
"14649",14796,2071,2023-06-08,302.36,"Premier","2023-06","2023","06","08"
"14650",14797,173,2023-09-24,407.66,"Suite","2023-09","2023","09","24"
"14651",14798,6701,2024-03-17,289.32,"Specialty Suite","2024-03","2024","03","17"
"14652",14799,2478,2023-04-25,321.23,"Specialty Suite","2023-04","2023","04","25"
"14653",14800,3947,2022-02-12,399.76,"Specialty Suite","2022-02","2022","02","12"
"14654",14801,6850,2022-08-11,287.06,"Specialty Suite","2022-08","2022","08","11"
"14655",14802,5885,2024-01-27,316.32,"Suite","2024-01","2024","01","27"
"14656",14803,7131,2024-03-03,334.38,"Premier","2024-03","2024","03","03"
"14657",14804,820,2024-01-14,260.71,"Specialty Suite","2024-01","2024","01","14"
"14658",14805,5764,2022-12-14,275.42,"Standard","2022-12","2022","12","14"
"14659",14806,7157,2022-01-13,291.61,"Standard","2022-01","2022","01","13"
"14660",14807,6211,2022-06-14,463.3,"Suite","2022-06","2022","06","14"
"14661",14808,4946,2022-02-04,296.72,"Premier","2022-02","2022","02","04"
"14662",14809,4194,2020-06-13,330.71,"Suite","2020-06","0013","06","20"
"14663",14810,4769,2023-04-09,183.94,"Specialty Suite","2023-04","2023","04","09"
"14664",14811,2918,2022-03-25,266.23,"Standard","2022-03","2022","03","25"
"14665",14812,1666,2023-05-20,499.98,"Standard","2023-05","2023","05","20"
"14666",14814,1945,2022-09-30,223.32,"Specialty Suite","2022-09","2022","09","30"
"14667",14815,7871,2022-08-21,282.6,"Premier","2022-08","2022","08","21"
"14668",14816,7817,2024-06-19,445.08,"Premier","2024-06","2024","06","19"
"14669",14817,3915,2024-07-14,251.47,"Standard","2024-07","2024","07","14"
"14670",14818,3387,2022-04-07,456.28,"Suite","2022-04","2022","04","07"
"14671",14819,6723,2022-12-05,430.06,"Suite","2022-12","2022","12","05"
"14672",14820,1226,2023-12-07,372.83,"Standard","2023-12","2023","12","07"
"14673",14821,3183,2023-01-12,389.56,"Premier","2023-01","2023","01","12"
"14674",14822,3886,2024-02-20,341.36,"Premier","2024-02","2024","02","20"
"14675",14823,3208,2023-11-29,369.15,"Specialty Suite","2023-11","2023","11","29"
"14676",14824,7912,2024-05-25,382.98,"Specialty Suite","2024-05","2024","05","25"
"14677",14825,5727,2023-06-27,386.96,"Specialty Suite","2023-06","2023","06","27"
"14678",14826,5236,2024-01-03,379.96,"Specialty Suite","2024-01","2024","01","03"
"14679",14827,5371,2020-05-10,390.78,"Suite","2020-05","0010","05","20"
"14680",14828,2345,2023-05-10,366.26,"Specialty Suite","2023-05","2023","05","10"
"14681",14829,7345,2024-03-22,245.09,"Standard","2024-03","2024","03","22"
"14682",14830,7521,2022-11-05,367.23,"Standard","2022-11","2022","11","05"
"14683",14831,6287,2023-08-22,267.44,"Specialty Suite","2023-08","2023","08","22"
"14684",14832,3762,2023-04-10,421.81,"Suite","2023-04","2023","04","10"
"14685",14833,7817,2023-03-15,473.8,"Standard","2023-03","2023","03","15"
"14686",14834,6080,2022-08-25,288.18,"Suite","2022-08","2022","08","25"
"14687",14835,127,2022-01-31,357.55,"Premier","2022-01","2022","01","31"
"14688",14837,7703,2020-06-10,379.21,"Specialty Suite","2020-06","0010","06","20"
"14689",14838,5183,2024-02-26,402.35,"Specialty Suite","2024-02","2024","02","26"
"14690",14839,7604,2024-03-15,347.83,"Standard","2024-03","2024","03","15"
"14691",14840,1699,2023-06-28,474.23,"Suite","2023-06","2023","06","28"
"14692",14841,4436,2022-10-25,389.11,"Premier","2022-10","2022","10","25"
"14693",14842,5799,2022-12-02,266,"Specialty Suite","2022-12","2022","12","02"
"14694",14843,138,2024-06-03,360.66,"Premier","2024-06","2024","06","03"
"14695",14844,1357,2023-03-11,386.66,"Specialty Suite","2023-03","2023","03","11"
"14696",14845,2022,2024-07-14,340.56,"Premier","2024-07","2024","07","14"
"14697",14846,163,2022-11-05,423.25,"Suite","2022-11","2022","11","05"
"14698",14847,2949,2020-08-19,225.31,"Specialty Suite","2020-08","0019","08","20"
"14699",14848,1255,2022-12-08,375.6,"Standard","2022-12","2022","12","08"
"14700",14849,6163,2024-04-21,490.22,"Suite","2024-04","2024","04","21"
"14701",14850,1055,2022-09-27,316.84,"Suite","2022-09","2022","09","27"
"14702",14851,2394,2023-11-04,499.73,"Specialty Suite","2023-11","2023","11","04"
